x1,x2,y
150.54007412548813,153.1732134709921,0.0
181.9956642546514,171.82936431920032,1.0
169.52264467162925,171.9281072261277,1.0
142.66316174017908,159.4448663549031,0.0
179.3917993534786,163.98113138711642,1.0
143.00238351516438,138.87360443973796,0.0
180.00488793907218,148.23936054834903,1.0
191.7857982981241,143.9057810526605,1.0
186.91089987818617,155.71760178640275,1.0
145.9749803043725,164.9419068763402,0.0
179.0884840593416,167.6127970866708,1.0
174.5673892688455,188.98372399590744,1.0
157.41289493773758,169.1861362556621,1.0
184.90166525136917,180.976372174385,1.0
183.4922683825649,156.3757712569128,0.0
195.83013798735362,173.5980476294401,1.0
158.19566005790068,172.94230578484445,1.0
155.42437955097253,152.82201051341957,0.0
170.21532378794808,154.80558726303013,0.0
156.04912936137154,167.04043748861125,1.0
156.02054292424268,167.3254430907717,0.0
187.5141273941238,167.06303863374782,1.0
170.368960739117,174.09932099613846,1.0
178.4626509231183,155.4480169927769,1.0
190.79170304450219,174.80338895481648,1.0
165.78177295070924,153.505438553675,0.0
173.65643474133705,146.7928008189331,1.0
154.3624837345563,153.87577020781845,0.0
173.1764753092337,146.1580645743611,0.0
169.3531109613782,179.64671696407416,1.0
175.23184303031056,154.4400195699321,1.0
186.34607135699457,173.01218187951804,1.0
144.18672744456364,168.56911384156257,0.0
151.14498886809653,154.46196040101898,0.0
181.52841333817798,170.39969145989753,1.0
158.1666182977646,162.29578552271803,0.0
187.47895999932555,151.55129268733643,1.0
158.45067492568248,138.96650643526849,0.0
179.91633373023842,170.8418544080121,1.0
156.57776138475847,153.23105289190923,0.0
174.20103232922293,172.3574296933723,1.0
164.56580728306815,156.02202139943574,0.0
185.05354426530369,157.08318286497163,1.0
156.21326197827108,158.41855824285088,0.0
145.08774847647834,172.61653193645577,0.0
178.93000324387341,175.18806316691206,1.0
135.2865849198303,162.66828681004833,0.0
157.02922970536582,144.9971782159679,0.0
155.1006483402938,144.65529685270621,0.0
166.29692192690237,175.61187328981165,1.0
157.28259433333727,158.94377138316807,0.0
160.43113197691332,149.57917910355235,0.0
174.9977616194211,162.72349109335798,1.0
159.38453714924486,176.1817763752776,0.0
152.26961888509763,162.72899097276283,0.0
178.6413374749995,158.65329526807892,1.0
152.67720602515863,146.48269601759924,0.0
162.16839674847517,145.84687421120745,0.0
162.04391621184433,148.64980597619544,0.0
175.06238265640758,151.83814973816322,1.0
162.30051056473064,138.62990910138782,0.0
156.61094763307884,170.15836241325684,0.0
191.12724484380777,189.52874743935902,1.0
170.5054457049161,169.74399605464475,1.0
152.14002202265323,166.71021980587437,0.0
166.9559466709353,166.09594044887197,1.0
168.18858438221503,167.9516443396066,1.0
151.37445876694233,152.6391248645935,0.0
133.91631368178938,151.5580054710227,0.0
157.0739787376197,149.8933776036084,0.0
176.20524483698898,165.99404028435492,1.0
165.90736063172653,147.15005954999785,0.0
162.37814745748818,163.3862816804831,1.0
140.16508038931775,142.02373795277103,0.0
160.9104251340788,180.0398664348053,0.0
158.82559850331293,161.32047632010674,0.0
169.75590365869684,174.07950730234714,1.0
168.67554281339474,165.34246639956154,1.0
159.87783749180014,155.3276930250453,0.0
170.78875539012918,160.34871316034832,1.0
170.30836305098956,175.82659624070692,1.0
160.23902353998608,156.4826961576823,0.0
138.4787874166094,182.130357561415,0.0
135.56756809388037,176.50804121078878,0.0
168.13129755388405,175.4605132257513,1.0
162.82846925883774,172.27976580225567,0.0
139.3170715113317,148.8802218354832,0.0
161.48984451586048,156.21230333698128,0.0
178.59168172863775,168.2727959394191,1.0
180.97154183315624,174.07459504325686,1.0
178.85965391225542,154.33816671237346,1.0
193.4937072236757,181.72111357062715,1.0
163.74489917196618,170.25351679695268,0.0
162.12531634037398,155.81723089591637,1.0
155.26095400199745,160.77601176734058,0.0
187.0989225324636,159.23453886370262,1.0
156.08169105468397,154.86592170248684,0.0
177.30812394042158,151.02243103860113,1.0
141.67391186817667,153.45892503157737,0.0
182.7177332068903,148.71908394536104,1.0
